"file","lhs","op","rhs","beta","se","z","pval","level"
"01","E_Scblty","~","E_Scbltylag",0.0752147371577087,0.116706053849464,0.644480167710289,0.519264113957203,"group"
"01","E_EnerLev","~","E_EnerLevlag",-0.0982058727240875,0.124773113094973,-0.787075598966072,0.431237612547305,"group"
"01","A_Cmpn","~","A_Cmpnlag",-0.046327325507233,0.125717801727299,-0.368502510151458,0.712498573800769,"group"
"01","A_Rspct","~","A_Rspctlag",0.109189394858593,0.124485993598668,0.877121929159441,0.380420414870647,"group"
"01","N_Depr","~","N_Deprlag",-0.109038242374008,0.11302521835681,-0.964724899090966,0.334682620531658,"group"
"01","N_Anxty","~","N_Anxtylag",0.136431373266828,0.110171605014203,1.23835332388267,0.215585079721382,"group"
"01","N_EmoVol","~","N_EmoVollag",0.204166778651189,0.10901677090802,1.87280156026131,0.0610957924583717,"group"
"01","C_Prdctv","~","C_Prdctvlag",-0.142411913264059,0.123433023803181,-1.15375860427061,0.248599149890073,"group"
"01","C_Rspnbl","~","C_Rspnbllag",-0.116825731020763,0.124268683355383,-0.94010596931059,0.347163207211988,"group"
"01","N_Anxty","~","N_EmoVol",0.471312761810574,0.09850006888614,4.78489778880644,1.71074367516511e-06,"ind"
"01","N_Depr","~","N_Anxty",0.400826759946053,0.103861110231269,3.85925741650099,0.00011373209002663,"ind"
"01","N_EmoVol","~","N_Deprlag",-0.407020878459893,0.10278853405522,-3.95978872742004,7.50160992946114e-05,"ind"
"01","N_EmoVol","~","A_Cmpn",-0.380490318515549,0.098313509202557,-3.87017330173434,0.000108758013149801,"ind"
"01","E_Scblty","~","E_EnerLev",0.36954108173117,0.108762661870175,3.39768331683786,0.000679590393545704,"ind"
"02","E_Scblty","~","E_Scbltylag",-0.207900294752461,0.114975710362489,-1.80821056984127,0.0705737341785493,"group"
"02","E_EnerLev","~","E_EnerLevlag",-0.0243602072905025,0.111902184397736,-0.217691972874439,0.827669118417614,"group"
"02","A_Cmpn","~","A_Cmpnlag",-0.105647089109479,0.125582656302637,-0.841255410738284,0.400204864457708,"group"
"02","A_Rspct","~","A_Rspctlag",0.00105660634925127,0.114159085497538,0.00925556073479636,0.992615236424743,"group"
"02","N_Depr","~","N_Deprlag",0.479132326993447,0.095036345739671,5.04156934133299,4.61729483314244e-07,"group"
"02","N_Anxty","~","N_Anxtylag",0.0809137993411862,0.09700030383307,0.834160266966097,0.404190677768299,"group"
"02","N_EmoVol","~","N_EmoVollag",-0.00645377276802641,0.08937742863798,-0.0722080828054158,0.942436312818898,"group"
"02","C_Prdctv","~","C_Prdctvlag",0.273979423405355,0.112436003376759,2.43675882437126,0.0148195596686955,"group"
"02","C_Rspnbl","~","C_Rspnbllag",-0.193817815207564,0.114198080391395,-1.69720729580818,0.0896574762751179,"group"
"02","N_EmoVol","~","N_Depr",0.446381825446434,0.118089517356123,3.78002921377245,0.000156809958798299,"ind"
"02","N_Anxty","~","N_Depr",0.694498654032449,0.0723445355169192,9.59987715824129,0,"ind"
"02","E_EnerLev","~","A_Rspct",0.471188644491953,0.0987525308197944,4.77140829283441,1.82942272419773e-06,"ind"
"02","A_Rspct","~","A_Cmpn",0.448171873183382,0.101842942427147,4.4006178779053,1.07943068738958e-05,"ind"
"02","C_Rspnbl","~","N_Anxty",-0.445938787972082,0.102652715602356,-4.34414993656384,1.39816001067938e-05,"ind"
"02","E_Scblty","~","N_Anxty",-0.371389394985026,0.107465562275302,-3.4558921678892,0.000548474690575729,"ind"
"02","N_Depr","~","A_Rspct",-0.338193337700767,0.102042639796951,-3.31423548404588,0.000918940803675827,"ind"
"02","C_Prdctv","~","N_Depr",-0.349925691794512,0.107422526188601,-3.25747032964158,0.00112410009200747,"ind"
"02","N_EmoVol","~","N_Anxty",0.366744634005761,0.118121122970693,3.10481838287935,0.00190395893047346,"ind"
"03","E_Scblty","~","E_Scbltylag",0.0662194582360168,0.129618136709466,0.510881115228845,0.609434305533131,"group"
"03","E_EnerLev","~","E_EnerLevlag",0.225804516029804,0.138476450113545,1.63063478190446,0.102967405432284,"group"
"03","A_Cmpn","~","A_Cmpnlag",-0.0739409235185539,0.129477189017016,-0.571072974937974,0.567950176951498,"group"
"03","A_Rspct","~","A_Rspctlag",-0.0812096157559447,0.121296051518825,-0.669515740529619,0.503166543219637,"group"
"03","N_Depr","~","N_Deprlag",0.133149685249769,0.127880720904177,1.04120217893939,0.29778172466985,"group"
"03","N_Anxty","~","N_Anxtylag",0.394344218567263,0.109376146498991,3.60539506272421,0.000311678417808103,"group"
"03","N_EmoVol","~","N_EmoVollag",0.0824476532625453,0.129303908749936,0.637626921410342,0.523716566704606,"group"
"03","C_Prdctv","~","C_Prdctvlag",0.0237724999689568,0.123014436528602,0.193249675727528,0.846763436288337,"group"
"03","C_Rspnbl","~","C_Rspnbllag",-0.048235350367918,0.150719656108863,-0.320033575004166,0.748942878787103,"group"
"03","C_Rspnbl","~","E_Scblty",0.638236151452843,0.187500896515793,3.40390986556741,0.000664286695987171,"ind"
"03","C_Rspnbl","~","N_EmoVol",-0.583734929946705,0.187705863861757,-3.10983854173366,0.00187189635405183,"ind"
"03","N_Anxty","~","cumsumT",0.339599292689256,0.111223950701082,3.05329284339071,0.00226344937752332,"ind"
"03","A_Rspct","~","N_EmoVol",-0.358309540296254,0.113575302064102,-3.15481917093229,0.0016059760996352,"ind"
"03","C_Prdctv","~","N_Deprlag",0.335486992756206,0.115960729733091,2.89310867160289,0.00381449293729852,"ind"
"03","E_EnerLev","~","C_Rspnbl",0.85417583900903,0.220376442865558,3.87598523645345,0.000106194123159487,"ind"
"03","C_Rspnbl","~","E_EnerLev",-0.734874631238177,0.377110336464512,-1.94869925371916,0.0513313509702773,"ind"
"04","E_Scblty","~","E_Scbltylag",-0.358834237630307,0.159169750500625,-2.25441226427566,0.0241702444563341,"group"
"04","E_EnerLev","~","E_EnerLevlag",-0.0594554609303547,0.12051237186178,-0.493355661429899,0.621761305370706,"group"
"04","A_Cmpn","~","A_Cmpnlag",-0.354536100399704,0.120489258417461,-2.9424705990914,0.00325604702513993,"group"
"04","A_Rspct","~","A_Rspctlag",-0.101880136855685,0.144350959768261,-0.705780806856029,0.480324459663993,"group"
"04","N_Depr","~","N_Deprlag",0.14199721841288,0.142923826039433,0.993516772869647,0.320458180693601,"group"
"04","N_Anxty","~","N_Anxtylag",0.311006360814361,0.11851331463224,2.62423139357336,0.00868447624469337,"group"
"04","N_EmoVol","~","N_EmoVollag",0.0634174333118487,0.135411798721618,0.468330189175194,0.639548482701596,"group"
"04","C_Prdctv","~","C_Prdctvlag",0.734822832595731,0.283747265551884,2.58970894808981,0.00960571081586092,"group"
"04","C_Rspnbl","~","C_Rspnbllag",-0.10923814016093,0.126944667848769,-0.860517751648039,0.389503702443867,"group"
"04","E_EnerLev","~","E_Scblty",0.461519985263064,0.0996540954217833,4.63121945274495,3.63518318668987e-06,"ind"
"04","E_Scblty","~","C_Prdctv",1.07585149764489,0.258910136622233,4.15530852395565,3.24848895234542e-05,"ind"
"04","E_EnerLev","~","C_Rspnbllag",0.456841641209432,0.113309787199229,4.03179330313437,5.53528600333308e-05,"ind"
"04","C_Rspnbl","~","E_EnerLev",0.318748435698998,0.126412059908618,2.52150337498985,0.0116854554496377,"ind"
"04","E_Scblty","~","A_Cmpn",0.378228040649716,0.145807741548703,2.59401892267414,0.00948612657956671,"ind"
"04","A_Cmpn","~","C_Rspnbllag",0.296098248303437,0.123315201151691,2.40114961933366,0.016343652458426,"ind"
"04","N_Anxty","~","N_Deprlag",-0.386198616038465,0.114814936136437,-3.3636618112084,0.000769157322838998,"ind"
"04","N_Anxty","~","N_EmoVollag",-0.32590453702145,0.119125896097133,-2.73579924851699,0.00622289767154305,"ind"
"04","A_Cmpn","~","A_Rspctlag",0.288883364435848,0.121674083927052,2.37423907468285,0.0175851601797881,"ind"
"04","N_EmoVol","~","E_Scbltylag",0.338041315191731,0.12928373010425,2.61472433475694,0.00892994960191151,"ind"
"04","N_Anxty","~","A_Rspct",-0.258624646492586,0.116325296029073,-2.22328810087831,0.0261963793678244,"ind"
"04","N_EmoVol","~","E_EnerLev",-0.287884121787254,0.130643212151507,-2.20359035150938,0.0275531664487036,"ind"
"04","E_Scblty","~","A_Rspct",-0.292196782571202,0.143762647151476,-2.0324944508244,0.0421036249879347,"ind"
"04","E_EnerLev","~","A_Rspctlag",-0.230933857751652,0.112048290371394,-2.06102080617385,0.039301055168695,"ind"
"04","C_Rspnbl","~","N_EmoVollag",-0.33666404664298,0.111085814535699,-3.03066640911912,0.00244014680760207,"ind"
"04","C_Rspnbl","~","A_Cmpnlag",-0.294688283972434,0.112543025193448,-2.61844999693139,0.00883302361066329,"ind"
