"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9593,0.1836,0.1467,-0.2232,-0.0135,0.2395,0.0326,0.3184,0.3389,0.097,0.1748,0.0281,-0.1263,0.1511,0.3307,0.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1836,0.9891,0.4822,-0.2401,-0.2059,-0.0454,0.0664,0.5526,0.2894,0.1456,-0.2296,-0.0829,-0.1826,0.0329,0.45,0.1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1467,0.4822,0.9962,-0.2314,0.0591,0.4487,0.5215,0.3995,0.3898,0.4315,-0.4557,-0.0917,-0.2508,0.3248,0.7617,0.5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.2232,-0.2401,-0.2314,0.9998,0.1956,0.1874,0.1382,-0.4678,-0.2774,-0.0623,-0.2846,-0.5904,-0.2574,0.1707,-0.4356,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0135,-0.2059,0.0591,0.1956,0.9641,0.5145,0.6415,-0.0387,0.4842,0.2366,0.0555,-0.2924,-0.132,0.2869,0.1634,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2395,-0.0454,0.4487,0.1874,0.5145,0.9843,0.6301,0.0941,0.4311,0.4094,-0.2439,-0.4368,-0.3245,0.3513,0.4308,0.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0326,0.0664,0.5215,0.1382,0.6415,0.6301,0.9821,0.0881,0.4545,0.486,-0.37,-0.3282,-0.4112,0.4226,0.5307,0.4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3184,0.5526,0.3995,-0.4678,-0.0387,0.0941,0.0881,0.9903,0.4504,0.0875,0.043,-0.0035,-0.2242,0.0555,0.4287,0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3389,0.2894,0.3898,-0.2774,0.4842,0.4311,0.4545,0.4504,0.9541,0.255,0.1722,-0.2512,-0.1305,0.3054,0.6131,0.0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.097,0.1456,0.4315,-0.0623,0.2366,0.4094,0.486,0.0875,0.255,0.9952,-0.467,-0.178,-0.391,0.5821,0.5767,0.6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
