"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,-0.1344,-0.1667,-0.1033,-0.0033,-0.2214,-0.1116,-0.1316,-0.0225,-0.106,0.0943,0.0341,0.1889,0.039,-0.113,-0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1344,1,0.3982,0.3487,0.0926,0.133,0.1223,-0.0872,-0.079,0.4011,-0.5271,-0.2526,-0.2989,0.07,0.382,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1667,0.3982,1,0.3199,0.1027,0.1634,0.2607,0.1068,0.4137,0.3511,-0.217,-0.3961,-0.1092,0.1151,0.0705,0.1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.1033,0.3487,0.3199,1,-0.1483,0.0793,0.2235,-0.0705,0.1424,0.2516,-0.3559,-0.4746,-0.2256,0.3581,0.329,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0033,0.0926,0.1027,-0.1483,1,0.3133,0.1636,0.1327,-0.0621,0.2053,-0.3489,-0.1033,-0.3141,-0.0614,0.0508,0.1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.2214,0.133,0.1634,0.0793,0.3133,1,0.3095,0.2029,0.3001,0.199,-0.1967,-0.4177,-0.2544,3e-04,0.1939,0.1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1116,0.1223,0.2607,0.2235,0.1636,0.3095,1,0.164,0.4221,0.1598,-0.205,-0.4115,-0.2214,0.1469,0.0888,0.0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.1316,-0.0872,0.1068,-0.0705,0.1327,0.2029,0.164,1,0.2152,0.1552,-0.0454,-0.1111,-0.1216,0.1007,-0.1286,0.1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0225,-0.079,0.4137,0.1424,-0.0621,0.3001,0.4221,0.2152,1,0.1093,0.1267,-0.4364,0.1759,0.2126,0.1045,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.106,0.4011,0.3511,0.2516,0.2053,0.199,0.1598,0.1552,0.1093,1,-0.4555,-0.253,-0.3071,0.1637,0.2776,0.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
