"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9385,0.2206,-0.1058,0.4125,0.223,0.0063,-0.2167,0.1106,0.1121,0.2604,-0.0708,-0.5969,-0.1943,0.0408,-0.1114,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2206,0.9918,0.0931,0.3242,0.141,-0.0351,0.253,0.3464,0.2972,0.3978,-0.1618,-0.2855,-0.3182,0.0574,-0.0458,0.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1058,0.0931,0.9681,-0.1433,-0.0381,-0.0051,0.1559,0.2246,-0.0022,-0.1802,-0.1092,0.0465,0.0233,0.0143,0.4235,0.1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.4125,0.3242,-0.1433,1,0.1194,0.3161,0.0227,0.1445,0.1659,0.1712,0.1173,-0.1822,-0.2281,0.0182,-0.2039,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.223,0.141,-0.0381,0.1194,0.9071,0.1865,-0.0556,-0.1582,0.2682,-0.0881,0.14,-0.1362,-0.0873,0.2806,0.1377,-0.0648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0063,-0.0351,-0.0051,0.3161,0.1865,0.9774,0.3334,0.2026,0.5203,0.1537,-0.0882,0.0019,-0.2741,0.108,0.0141,0.3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.2167,0.253,0.1559,0.0227,-0.0556,0.3334,0.9594,0.3428,0.3026,0.0507,-0.1809,-0.1675,-0.1216,-0.0766,0.1751,0.3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1106,0.3464,0.2246,0.1445,-0.1582,0.2026,0.3428,0.9957,0.2444,0.2411,-0.3653,-0.1659,-0.14,-0.136,0.1223,0.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1121,0.2972,-0.0022,0.1659,0.2682,0.5203,0.3026,0.2444,0.9958,0.3712,-0.1328,-0.2118,0.0521,0.2744,0.141,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2604,0.3978,-0.1802,0.1712,-0.0881,0.1537,0.0507,0.2411,0.3712,0.9913,-0.1604,-0.28,-0.1769,0.0731,-0.329,0.4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0708,-0.1618,-0.1092,0.1173,0.14,-0.0882,-0.1809,-0.3653,-0.1328,-0.1604,0.9895,0.319,0.2003,0.3208,-0.1761,-0.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.5969,-0.2855,0.0465,-0.1822,-0.1362,0.0019,-0.1675,-0.1659,-0.2118,-0.28,0.319,0.9965,0.3501,0.1527,0.0204,-0.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1943,-0.3182,0.0233,-0.2281,-0.0873,-0.2741,-0.1216,-0.14,0.0521,-0.1769,0.2003,0.3501,0.9954,0.1357,0.3342,-0.4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0408,0.0574,0.0143,0.0182,0.2806,0.108,-0.0766,-0.136,0.2744,0.0731,0.3208,0.1527,0.1357,0.9934,0.0826,-0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-0.1114,-0.0458,0.4235,-0.2039,0.1377,0.0141,0.1751,0.1223,0.141,-0.329,-0.1761,0.0204,0.3342,0.0826,0.9987,-0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.246,0.4145,0.1791,0.174,-0.0648,0.3537,0.3137,0.3934,0.168,0.4847,-0.1319,-0.1943,-0.4465,-0.0122,-0.147,0.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
