"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9989,0.2326,0.2025,0.0164,0.1347,0.0141,0.0946,0.2391,0.2204,-0.1891,-0.3433,-0.12,0.042,0.2745,0.3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2326,0.9995,0.2424,0.1421,0.1676,0.2051,0.0498,0.1778,0.0779,-0.1075,-0.275,0.0647,0.0463,0.1264,0.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2025,0.2424,0.9949,0.0157,0.1746,0.1801,-0.0751,0.1384,0.117,-0.1307,-0.2711,-0.2754,0.0323,0.0279,-0.0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0164,0.1421,0.0157,0.9622,0.3158,0.1854,0.1301,0.3098,0.1209,-0.1138,-0.1164,-0.244,-0.0402,0.1755,0.2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1347,0.1676,0.1746,0.3158,0.9698,0.4242,0.2682,0.226,0.1047,0.0787,-0.3503,-0.1754,-0.1502,0.5137,0.3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0141,0.2051,0.1801,0.1854,0.4242,0.8907,0.2959,0.178,0.2315,-0.0368,-0.1702,-0.0706,-0.0119,0.2382,0.2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0946,0.0498,-0.0751,0.1301,0.2682,0.2959,0.996,0.1511,0.3151,-0.0943,-0.1426,-0.1475,-0.0461,0.437,0.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2391,0.1778,0.1384,0.3098,0.226,0.178,0.1511,0.972,0.5006,-0.0129,-0.3586,-0.2783,0.2638,0.4649,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.2204,0.0779,0.117,0.1209,0.1047,0.2315,0.3151,0.5006,0.9999,-0.2189,-0.413,-0.1763,0.0741,0.2099,0.1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1891,-0.1075,-0.1307,-0.1138,0.0787,-0.0368,-0.0943,-0.0129,-0.2189,0.9285,0.2375,0.1408,-0.1406,0.04,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
