"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9962,0.1426,-0.0196,-0.0606,-0.2153,-0.4986,-0.217,-0.3386,-0.1133,0.3687,0.1284,0.1769,-0.111,-0.2502,-0.1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1426,0.9489,0.1078,0.337,0.455,0.1505,-0.224,0.1841,0.1555,0.2213,-0.0477,-0.0738,0.0496,-0.3974,-0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.0196,0.1078,0.9691,0.2069,0.0349,0.4125,-0.1064,0.3781,-0.0996,-0.1698,-0.4103,-0.0315,-0.1131,0.0934,-0.1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0606,0.337,0.2069,0.9999,0.0027,0.4843,-0.3548,0.2293,0.0758,-0.2377,-0.2056,-0.1715,-0.0197,-0.2468,-0.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.2153,0.455,0.0349,0.0027,0.9805,0.2858,-0.1633,0.2505,0.1877,0.1227,-0.2227,-0.4359,0.2046,0.0965,-0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.4986,0.1505,0.4125,0.4843,0.2858,0.9477,-0.1256,0.373,0.0171,-0.4218,-0.1915,-0.344,0.0507,0.1912,-0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.217,-0.224,-0.1064,-0.3548,-0.1633,-0.1256,0.8201,-0.1212,0.2305,0.1126,0.3124,0.1857,-0.0449,-0.1306,0.1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.3386,0.1841,0.3781,0.2293,0.2505,0.373,-0.1212,0.9927,0.1867,-0.0363,-0.3971,-0.376,0.2092,0.2327,0.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1133,0.1555,-0.0996,0.0758,0.1877,0.0171,0.2305,0.1867,0.9821,0.0977,0.3526,0.0865,-0.1489,0.0426,0.1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.3687,0.2213,-0.1698,-0.2377,0.1227,-0.4218,0.1126,-0.0363,0.0977,0.9249,0.3084,0.2019,0.321,-0.1185,0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1284,-0.0477,-0.4103,-0.2056,-0.2227,-0.1915,0.3124,-0.3971,0.3526,0.3084,0.9986,0.383,0.2968,0.1154,-0.0309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
