"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9809,0.3634,0.3348,0.2014,0.1707,0.1658,0.2504,0.282,0.3753,-0.2993,-0.4354,-0.2715,0.1623,0.3734,0.3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3634,0.994,0.4836,0.2224,0.2393,0.3606,0.1237,0.2363,0.2507,-0.4516,-0.4696,-0.3673,0.3285,0.4026,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.3348,0.4836,0.9983,0.1732,0.1297,0.3954,-0.0185,-0.0301,0.1098,-0.4752,-0.4723,-0.4003,0.1341,0.0012,0.2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2014,0.2224,0.1732,0.9332,0.3678,0.5657,0.2318,0.2975,0.2171,-0.2205,-0.0253,-0.1551,0.1359,0.2717,0.1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1707,0.2393,0.1297,0.3678,0.9776,0.4736,0.3763,0.4267,0.3327,-0.0802,-0.3249,-0.2769,0.1062,0.4961,0.4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1658,0.3606,0.3954,0.5657,0.4736,0.9736,0.2022,0.2527,0.2761,-0.4494,-0.2399,-0.4404,0.177,0.2985,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2504,0.1237,-0.0185,0.2318,0.3763,0.2022,0.9897,0.4115,0.2759,0.0282,-0.257,-0.3517,0.2316,0.2408,0.3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.282,0.2363,-0.0301,0.2975,0.4267,0.2527,0.4115,0.9068,0.4278,-0.0254,-0.2308,-0.2173,0.4137,0.548,0.2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3753,0.2507,0.1098,0.2171,0.3327,0.2761,0.2759,0.4278,0.9911,-0.3156,-0.416,-0.3565,0.3089,0.4073,0.3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2993,-0.4516,-0.4752,-0.2205,-0.0802,-0.4494,0.0282,-0.0254,-0.3156,0.9999,0.3843,0.531,-0.1961,-0.1294,-0.2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
