"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"01",101.3424,97,92,0.3613,0.028,0.0901,0.9334,0.9578,3106.8223,2918.8616,-1367.4308,"converged normally"
"02",108.1927,99,90,0.2479,0.0476,0.1111,0.9264,0.9524,2179.0226,2024.8011,-922.4006,"converged normally"
"03",102.9909,96,93,0.2944,0.0378,0.0806,0.947,0.9667,2704.5965,2524.9367,-1169.4683,"converged normally"
"04",102.3188,101,88,0.4446,0.017,0.0946,0.973,0.9822,2503.833,2344.8467,-1084.4234,"converged normally"
"05",103.4731,101,88,0.4132,0.0231,0.0986,0.9703,0.9804,2502.9686,2342.0481,-1083.0241,"converged normally"
"06",105.0904,99,90,0.3187,0.0323,0.0858,0.9563,0.9717,3050.3861,2863.4078,-1341.7039,"converged normally"
"07",98.4192,96,93,0.4125,0.0203,0.0888,0.9524,0.9702,3349.2407,3152.9294,-1483.4647,"converged normally"
"08",101.3687,97,92,0.3606,0.0297,0.0836,0.9529,0.9701,2746.1479,2568.4199,-1192.21,"converged normally"
"09",99.1965,97,92,0.419,0.0217,0.1043,0.9665,0.9787,2642.2173,2470.0668,-1143.0334,"converged normally"
"10",100.9452,99,90,0.4267,0.0219,0.1036,0.9609,0.9747,2248.024,2093.8025,-956.9012,"converged normally"
"11",99.4201,94,95,0.3313,0.0395,0.0976,0.9543,0.9719,1963.9906,1810.9534,-810.4767,"converged normally"
"13",96.2414,90,99,0.307,0.0445,0.0775,0.9648,0.9793,1766.2602,1612.2808,-707.1404,"converged normally"
"14",99.8746,94,95,0.3198,0.0369,0.0905,0.9252,0.9541,2514.4481,2340.7271,-1075.3636,"converged normally"
"16",104.6949,96,93,0.2555,0.0439,0.0887,0.9213,0.9506,2506.3501,2334.2864,-1074.1432,"converged normally"
"17",98.7169,94,95,0.3494,0.0402,0.1007,0.9587,0.9746,1658.4898,1522.261,-666.1305,"converged normally"
"18",106.3305,98,91,0.2656,0.0417,0.0844,0.9453,0.965,2560.3475,2388.1919,-1103.0959,"converged normally"
"19",90.4928,85,104,0.3215,0.0489,0.0808,0.9465,0.9703,1464.8943,1330.1273,-561.0636,"converged normally"
"21",107.5961,98,91,0.2384,0.0447,0.1152,0.9394,0.9612,2552.5607,2380.405,-1099.2025,"converged normally"
