"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.2267,0.0701,0.1976,0.0029,-0.1064,0.0657,-0.1582,0.0039,-0.2936,-0.0097,-0.1174,0.2134,-0.1996,0.1977,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2267,1,0.3106,0.322,0.0634,-0.1169,0.2635,0.0873,0.2573,0.2171,0.0652,0.0101,-0.2302,0.2516,0.0933,0.2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0701,0.3106,1,0.3834,0.0641,0.0399,0.1544,0.342,0.1299,0.2561,-0.1972,-0.2452,2e-04,0.0703,-0.0686,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1976,0.322,0.3834,1,0.1128,-0.0264,0.2042,0.3243,0.1892,0.0468,-0.0868,-0.1625,-0.0571,0.0571,0.2224,0.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0029,0.0634,0.0641,0.1128,1,0.2914,0.2669,0.0888,0.1832,-0.0466,0.0175,-0.1572,-0.0362,0.0823,0.1296,0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1064,-0.1169,0.0399,-0.0264,0.2914,1,0.3661,0.3728,0.3703,0.1873,-0.1563,-0.0678,-0.1716,-0.0428,0.3048,0.1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0657,0.2635,0.1544,0.2042,0.2669,0.3661,1,0.1798,0.082,-0.1093,-0.1628,0.0168,-0.1418,0.0791,0.1992,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.1582,0.0873,0.342,0.3243,0.0888,0.3728,0.1798,1,0.1508,0.371,-0.0697,-0.1902,-0.0758,0.0136,0.0173,0.3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0039,0.2573,0.1299,0.1892,0.1832,0.3703,0.082,0.1508,1,0.3326,-0.1784,-0.1215,-0.1345,0.0327,0.4764,-0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.2936,0.2171,0.2561,0.0468,-0.0466,0.1873,-0.1093,0.371,0.3326,1,0.0737,0.0325,-0.0621,-0.0084,0.1273,0.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0097,0.0652,-0.1972,-0.0868,0.0175,-0.1563,-0.1628,-0.0697,-0.1784,0.0737,1,0.3335,0.1548,-0.0676,-0.0576,0.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1174,0.0101,-0.2452,-0.1625,-0.1572,-0.0678,0.0168,-0.1902,-0.1215,0.0325,0.3335,1,0.3851,-0.0778,-0.0697,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.2134,-0.2302,2e-04,-0.0571,-0.0362,-0.1716,-0.1418,-0.0758,-0.1345,-0.0621,0.1548,0.3851,1,-0.126,-0.1126,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.1996,0.2516,0.0703,0.0571,0.0823,-0.0428,0.0791,0.0136,0.0327,-0.0084,-0.0676,-0.0778,-0.126,1,0.0541,-0.0972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1977,0.0933,-0.0686,0.2224,0.1296,0.3048,0.1992,0.0173,0.4764,0.1273,-0.0576,-0.0697,-0.1126,0.0541,1,0.0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.039,0.2185,0.109,0.1461,0.0417,0.1891,0.239,0.3822,-0.0208,0.0872,0.1166,0.0378,0.029,-0.0972,0.0549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9863,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2334,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9971,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9816,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2654,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8135,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5661,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6485,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7697,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7137,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9797,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6198,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7793
