"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9531,-0.0445,0.075,0.0757,0.2921,0.3672,-0.0152,0.007,0.1236,-0.0408,-0.3956,-0.2975,0.0289,-0.1741,-0.0705,-0.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0445,0.9969,0.0057,0.1462,0.028,-0.0273,0.1292,0.022,0.1593,0.0292,0.1581,0.0108,-0.2561,-0.206,0.0991,-0.0529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.075,0.0057,0.9821,0.2885,0.0165,-0.078,-0.0362,0.0972,0.0654,0.0298,-0.0129,-0.1046,-0.1416,0.0785,0.1242,-0.1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0757,0.1462,0.2885,0.9942,0.0389,-0.0451,-0.1164,-0.022,0.1468,0.2248,-0.1092,-0.1165,-0.0604,-0.0651,0.1966,-0.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2921,0.028,0.0165,0.0389,0.9894,0.1551,-0.1175,-0.0217,0.2502,0.0575,-0.1256,-0.1471,0.0947,-0.0701,0.0296,-0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3672,-0.0273,-0.078,-0.0451,0.1551,0.9815,0.2135,0.1196,0.3322,0.0464,-0.2113,-0.1226,-0.2298,0.0384,-0.163,0.0603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0152,0.1292,-0.0362,-0.1164,-0.1175,0.2135,0.9932,-0.1534,-0.0842,0.0289,-0.0703,-0.042,-0.0257,-0.0309,-0.0549,-0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.007,0.022,0.0972,-0.022,-0.0217,0.1196,-0.1534,0.98,0.1068,0.0779,0.131,-0.025,-0.3038,0.1662,0.086,-0.0688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1236,0.1593,0.0654,0.1468,0.2502,0.3322,-0.0842,0.1068,0.9682,0.1875,-6e-04,0.3311,-0.1759,-0.0523,0.0311,0.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0408,0.0292,0.0298,0.2248,0.0575,0.0464,0.0289,0.0779,0.1875,0.968,-0.0045,0.1567,-0.0013,0.2238,0.1547,0.1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
