"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1588,-0.2557,0.0621,-0.1825,-0.1068,-0.1591,-0.2497,-0.251,-0.265,0.2419,0.2344,0.3111,-0.03,-0.1558,-0.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1588,1,0.3051,0.4198,0.4523,0.4789,0.4184,0.1374,0.2957,0.1569,-0.198,-0.1918,-0.0644,0.0795,0.305,0.2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2557,0.3051,1,0.1435,0.0286,0.2693,0.2564,0.4326,0.322,0.51,-0.0602,-0.177,-0.2195,-0.0535,0.1648,-0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0621,0.4198,0.1435,1,0.3847,0.1878,0.1189,0.166,0.1015,0.134,-0.3817,-0.1842,-0.2725,-0.006,0.1778,0.2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1825,0.4523,0.0286,0.3847,1,0.3692,0.3684,0.0495,0.305,-0.0905,-0.4077,-0.3794,-0.2845,-0.0824,0.3195,0.2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1068,0.4789,0.2693,0.1878,0.3692,1,0.4209,0.3659,0.3808,0.2539,-0.2086,-0.3355,-0.41,0.0675,0.1534,0.2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1591,0.4184,0.2564,0.1189,0.3684,0.4209,1,0.2321,0.4429,0.3246,-0.4562,-0.3506,-0.3448,0.0476,0.4158,0.1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.2497,0.1374,0.4326,0.166,0.0495,0.3659,0.2321,1,0.5082,0.661,-0.0461,-0.2288,-0.1112,0.0547,0.2497,0.0868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.251,0.2957,0.322,0.1015,0.305,0.3808,0.4429,0.5082,1,0.5682,-0.2662,-0.3425,-0.2629,0.0282,0.4165,0.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.265,0.1569,0.51,0.134,-0.0905,0.2539,0.3246,0.661,0.5682,1,-0.1157,-0.236,-0.182,-0.1445,0.2061,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
