"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,-0.0966,0.0263,0.0146,-0.2573,0.1946,0.0857,-0.2248,0.3706,0.0548,-0.2339,0.0351,0.3032,-0.11,0.1553,-0.0887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0966,1,0.518,0.4425,0.2999,0.3009,0.3003,0.1697,0.4167,0.1661,-0.0648,-0.279,-0.0099,0.2356,0.3762,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0263,0.518,1,0.1998,0.2078,0.2419,0.2807,0.0384,0.4866,0.1908,0.0528,-0.0839,-0.2735,0.2207,0.1409,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0146,0.4425,0.1998,1,0.45,0.0904,0.2318,0.2217,0.2984,0.1482,-0.1238,-0.3752,0.0089,-0.1137,0.317,0.1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.2573,0.2999,0.2078,0.45,1,-0.1074,0.2027,0.1755,0.2906,0.4232,0.0419,-0.6158,-0.2564,0.0666,0.098,-0.0616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1946,0.3009,0.2419,0.0904,-0.1074,1,0.6173,0.1101,-0.0059,0.1584,0.239,0.0706,0.0137,-0.013,0.4027,-0.1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0857,0.3003,0.2807,0.2318,0.2027,0.6173,1,0.262,0.1429,0.4612,0.2272,-0.3834,-0.2428,0.1314,0.3056,0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.2248,0.1697,0.0384,0.2217,0.1755,0.1101,0.262,1,-0.1471,0.4484,-0.3835,-0.4331,-0.1712,0.193,0.1841,-0.0891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3706,0.4167,0.4866,0.2984,0.2906,-0.0059,0.1429,-0.1471,1,0.2975,-0.4672,-0.3604,-0.0679,0.0277,0.2824,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0548,0.1661,0.1908,0.1482,0.4232,0.1584,0.4612,0.4484,0.2975,1,-0.3628,-0.5782,-0.3911,-0.0766,0.4085,-0.1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2339,-0.0648,0.0528,-0.1238,0.0419,0.239,0.2272,-0.3835,-0.4672,-0.3628,1,0.2079,0.0079,0.0972,-0.3611,0.1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0351,-0.279,-0.0839,-0.3752,-0.6158,0.0706,-0.3834,-0.4331,-0.3604,-0.5782,0.2079,1,0.4498,-0.2388,-0.2087,-0.1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.3032,-0.0099,-0.2735,0.0089,-0.2564,0.0137,-0.2428,-0.1712,-0.0679,-0.3911,0.0079,0.4498,1,-0.4117,-0.3165,-0.2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.11,0.2356,0.2207,-0.1137,0.0666,-0.013,0.1314,0.193,0.0277,-0.0766,0.0972,-0.2388,-0.4117,1,0.1123,-0.0824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1553,0.3762,0.1409,0.317,0.098,0.4027,0.3056,0.1841,0.2824,0.4085,-0.3611,-0.2087,-0.3165,0.1123,1,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",-0.0887,0.0277,0.198,0.1214,-0.0616,-0.1052,0.0806,-0.0891,0.0474,-0.1448,0.1924,-0.1122,-0.2496,-0.0824,0.0353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6637,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7801,0,0,0,0,0,0,0,0,0,0,0,0
