"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9686,0.0734,-0.0363,0.3475,0.081,0.1231,-0.0528,0.1624,0.1635,0.1446,-0.0592,-0.0331,0.0639,0.389,0.2125,0.4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0734,0.9648,0.2836,0.161,-0.1707,-0.1113,-0.0055,0.2048,-0.0574,0.4898,-0.1411,-0.1688,-0.1818,0.1569,0.2803,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0363,0.2836,0.9504,0.051,-0.0071,0.0687,0.3029,0.1718,0.2785,0.3066,-0.1663,-0.4106,-0.341,0.0751,0.4116,0.0757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.3475,0.161,0.051,1.1238,0.2474,0.1753,0.3506,0.0677,0.1059,0.2726,-0.2403,-0.0992,-0.129,-0.03,0.2754,0.2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.081,-0.1707,-0.0071,0.2474,1.1092,0.3834,0.3892,0.0156,0.1611,-0.0146,-0.1005,0.0728,-0.0518,-0.1987,0.1249,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1231,-0.1113,0.0687,0.1753,0.3834,0.9469,0.1678,0.0495,0.2674,-0.008,-0.0562,-0.0496,-0.2104,0.1133,0.2368,0.1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0528,-0.0055,0.3029,0.3506,0.3892,0.1678,1.2735,-0.2952,-0.1119,0.0768,-0.2243,-0.214,-0.0424,-0.1723,0.187,0.0361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1624,0.2048,0.1718,0.0677,0.0156,0.0495,-0.2952,0.9907,0.1635,0.2557,-0.1945,-0.0491,-0.146,0.0968,0.0041,0.0648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1635,-0.0574,0.2785,0.1059,0.1611,0.2674,-0.1119,0.1635,1.0222,0.4182,-0.0833,-0.1286,-0.2582,0.1571,0.317,0.1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1446,0.4898,0.3066,0.2726,-0.0146,-0.008,0.0768,0.2557,0.4182,1.0696,-0.0223,-0.0787,-0.0288,0.1265,0.4249,0.2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0592,-0.1411,-0.1663,-0.2403,-0.1005,-0.0562,-0.2243,-0.1945,-0.0833,-0.0223,1.0425,0.3917,0.443,0.0914,-0.2095,-0.1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0331,-0.1688,-0.4106,-0.0992,0.0728,-0.0496,-0.214,-0.0491,-0.1286,-0.0787,0.3917,1.0149,0.5703,-0.1153,-0.4007,-0.0422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
