"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,-0.0682,0.1282,-0.1385,-0.067,-0.0728,0.156,0.0126,-0.041,-0.258,-0.2599,-0.1596,0.0207,-0.0339,0.1089,0.1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0682,1,0.1876,0.3391,0.185,-0.1352,0.0078,0.1462,-0.1133,0.242,-0.1851,0.092,-0.0473,0.1041,0.2029,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1282,0.1876,1,0.0511,0.3091,0.2134,-0.0199,0.2229,-0.0407,-0.0512,-0.4965,-0.2123,-0.1255,-0.1348,-0.0127,0.0649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.1385,0.3391,0.0511,1,0.2127,0.068,-0.1075,0.0205,0.1654,-0.1809,0.0017,-0.0091,-0.3809,-0.0653,0.153,-0.0936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.067,0.185,0.3091,0.2127,1,0.2947,0.2666,0.1593,0.0829,-0.0754,-0.2292,-0.2415,-0.0016,-0.1613,-0.0951,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0728,-0.1352,0.2134,0.068,0.2947,1,0.0949,0.2442,0.2723,0.0763,-0.1053,-0.0681,-0.0993,-0.2253,-0.3615,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.156,0.0078,-0.0199,-0.1075,0.2666,0.0949,1,0.3253,-0.0969,0.0541,0.0477,-0.3147,-0.0244,0.0303,0.0354,0.2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0126,0.1462,0.2229,0.0205,0.1593,0.2442,0.3253,1,0.1049,0.3355,-0.209,-0.2288,-0.3446,0.0351,0.1366,0.1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.041,-0.1133,-0.0407,0.1654,0.0829,0.2723,-0.0969,0.1049,1,0.032,-0.0172,-0.2425,-0.211,0.1059,0.0275,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.258,0.242,-0.0512,-0.1809,-0.0754,0.0763,0.0541,0.3355,0.032,1,-0.0421,-0.2562,-0.1024,0.1851,0.0316,0.2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2599,-0.1851,-0.4965,0.0017,-0.2292,-0.1053,0.0477,-0.209,-0.0172,-0.0421,1,0.1386,0.0785,-0.0021,0.0439,-0.1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1596,0.092,-0.2123,-0.0091,-0.2415,-0.0681,-0.3147,-0.2288,-0.2425,-0.2562,0.1386,1,0.1731,0.1976,-0.2409,-0.0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0207,-0.0473,-0.1255,-0.3809,-0.0016,-0.0993,-0.0244,-0.3446,-0.211,-0.1024,0.0785,0.1731,1,-0.2899,-0.308,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0339,0.1041,-0.1348,-0.0653,-0.1613,-0.2253,0.0303,0.0351,0.1059,0.1851,-0.0021,0.1976,-0.2899,1,0.1942,0.0801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1089,0.2029,-0.0127,0.153,-0.0951,-0.3615,0.0354,0.1366,0.0275,0.0316,0.0439,-0.2409,-0.308,0.1942,1,-0.0502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.1991,0.0022,0.0649,-0.0936,0.1475,0.227,0.2624,0.1507,-0.001,0.2491,-0.1412,-0.0459,0.0012,0.0801,-0.0502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6487,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2987,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8959,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5473,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2642,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4632,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8151,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5134,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5237,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6691,0,0,0,0
