"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.1409,0.5084,0.0848,0.1068,-0.1133,0.0977,0.4441,0.3212,0.0636,-0.2657,-0.1901,0.2062,0.3232,0.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1409,1,0.0832,0.1652,0.2713,0.2348,0.0861,0.1859,0.1421,-0.0674,-0.3013,-0.1318,-0.1683,0.2507,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.5084,0.0832,1,0.3483,-0.02,-0.0897,0.0019,0.2767,0.1968,-0.3761,-0.3305,-0.4845,0.0396,0.3765,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0848,0.1652,0.3483,1,0.0525,0.3448,0.2005,0.0902,0.1427,-0.1462,-0.4216,-0.1319,-0.1077,-0.0321,-0.1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1068,0.2713,-0.02,0.0525,1,0.4851,0.1684,0.3408,0.2675,-0.0542,-0.1087,0.13,0.1799,0.1078,0.3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1133,0.2348,-0.0897,0.3448,0.4851,1,0.2019,0.234,0.3593,-0.074,-0.3611,0.0854,-0.001,-0.1518,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0977,0.0861,0.0019,0.2005,0.1684,0.2019,1,0.4511,0.3314,-0.0035,-0.4406,-0.0321,0.2871,-0.0335,0.2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4441,0.1859,0.2767,0.0902,0.3408,0.234,0.4511,1,0.546,-0.2039,-0.3706,-0.1562,0.1758,0.3297,0.3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3212,0.1421,0.1968,0.1427,0.2675,0.3593,0.3314,0.546,1,-0.2468,-0.2346,-0.0338,0.1291,0.1978,0.3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0636,-0.0674,-0.3761,-0.1462,-0.0542,-0.074,-0.0035,-0.2039,-0.2468,1,0.0799,0.3445,-0.1174,-0.1011,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2657,-0.3013,-0.3305,-0.4216,-0.1087,-0.3611,-0.4406,-0.3706,-0.2346,0.0799,1,0.3628,-0.1553,0.0466,-0.2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1901,-0.1318,-0.4845,-0.1319,0.13,0.0854,-0.0321,-0.1562,-0.0338,0.3445,0.3628,1,0.0121,-0.0956,-0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.2062,-0.1683,0.0396,-0.1077,0.1799,-0.001,0.2871,0.1758,0.1291,-0.1174,-0.1553,0.0121,1,-0.291,0.1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.3232,0.2507,0.3765,-0.0321,0.1078,-0.1518,-0.0335,0.3297,0.1978,-0.1011,0.0466,-0.0956,-0.291,1,0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.2642,0.332,0.102,-0.1857,0.3097,0.276,0.2709,0.3679,0.3365,0.0095,-0.2078,-0.202,0.1188,0.1443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5332,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4292,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5749,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4098,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7602,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6373,0,0,0,0,0,0
