"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.3454,-0.2364,0.3139,0.1927,0.4811,0.3926,0.1431,-0.1089,-0.3428,-0.1473,-0.3114,-0.0965,0.3237,-0.4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3454,1,0.042,0.2248,0.2294,0.2558,0.0759,0.1204,-0.0736,-0.347,-0.3778,-0.3959,-0.2894,0.2463,-0.1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.2364,0.042,1,-0.4929,-0.1935,-0.2538,-0.478,0.0721,0.5442,0.1263,0.1101,0.2415,-0.0545,-0.1844,0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.3139,0.2248,-0.4929,1,0.3944,0.3964,0.6273,0.0725,-0.4341,-0.3641,-0.489,-0.4222,0.0088,0.3327,-0.1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1927,0.2294,-0.1935,0.3944,1,0.5196,0.2809,0.1346,-0.3916,-0.2513,-0.2858,-0.5112,-0.0219,0.2004,-0.0878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.4811,0.2558,-0.2538,0.3964,0.5196,1,0.4394,0.2384,-0.1786,-0.2959,-0.3005,-0.4241,-0.133,0.4097,-0.2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3926,0.0759,-0.478,0.6273,0.2809,0.4394,1,-0.0207,-0.2821,-0.3722,-0.2431,-0.4115,0.019,0.3719,-0.2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1431,0.1204,0.0721,0.0725,0.1346,0.2384,-0.0207,1,0.3009,0.0837,-0.262,0.0305,-0.051,0.3129,0.3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1089,-0.0736,0.5442,-0.4341,-0.3916,-0.1786,-0.2821,0.3009,1,0.2843,0.208,0.5316,-0.1517,-0.121,0.4894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3428,-0.347,0.1263,-0.3641,-0.2513,-0.2959,-0.3722,0.0837,0.2843,1,0.5776,0.5825,0.3533,-0.308,0.3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1473,-0.3778,0.1101,-0.489,-0.2858,-0.3005,-0.2431,-0.262,0.208,0.5776,1,0.606,0.125,-0.4568,-0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3114,-0.3959,0.2415,-0.4222,-0.5112,-0.4241,-0.4115,0.0305,0.5316,0.5825,0.606,1,0.1386,-0.3727,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0965,-0.2894,-0.0545,0.0088,-0.0219,-0.133,0.019,-0.051,-0.1517,0.3533,0.125,0.1386,1,-0.0168,0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.3237,0.2463,-0.1844,0.3327,0.2004,0.4097,0.3719,0.3129,-0.121,-0.308,-0.4568,-0.3727,-0.0168,1,-0.1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",-0.4043,-0.1297,0.459,-0.1878,-0.0878,-0.2163,-0.2746,0.3085,0.4894,0.3758,-0.0963,0.29,0.1163,-0.1735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6822,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4461,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7439,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6549,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6361,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9391,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3799,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5483,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6213,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8867,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7946,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6493
