"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.2601,0.2842,0.1442,0.1808,0.3013,0.1164,0.5057,0.1154,-0.3723,-0.1153,-0.2455,0.0473,0.355,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2601,1,0.3113,0.035,0.0635,0.2739,-0.0832,9e-04,-0.0369,0.0276,-0.2817,-0.0623,-8e-04,0.1294,-0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2842,0.3113,1,0.2694,0.453,0.3165,0.0795,0.2058,0.2051,-0.3565,-0.306,-0.0656,0.1604,0.0355,0.2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.1442,0.035,0.2694,1,0.2704,0.5579,-0.0081,0.3039,-0.0085,-0.5271,-0.2431,-0.5439,0.0288,0.1016,0.0648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1808,0.0635,0.453,0.2704,1,0.3873,0.1577,0.3806,0.1682,-0.4677,-0.4852,-0.066,-0.039,0.1621,0.1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3013,0.2739,0.3165,0.5579,0.3873,1,-0.1338,0.3216,0.1408,-0.4331,-0.4595,-0.455,0.1415,0.1813,-0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1164,-0.0832,0.0795,-0.0081,0.1577,-0.1338,1,0.2608,0.3986,-0.1184,-0.2241,-0.0513,-0.2464,-0.0849,0.3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5057,9e-04,0.2058,0.3039,0.3806,0.3216,0.2608,1,0.4484,-0.4636,-0.2469,-0.1042,-0.12,0.2641,0.1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1154,-0.0369,0.2051,-0.0085,0.1682,0.1408,0.3986,0.4484,1,-0.087,-0.2976,-0.0457,0.0537,-0.1645,0.3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3723,0.0276,-0.3565,-0.5271,-0.4677,-0.4331,-0.1184,-0.4636,-0.087,1,0.4322,0.2554,0.0346,-0.3091,-0.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1153,-0.2817,-0.306,-0.2431,-0.4852,-0.4595,-0.2241,-0.2469,-0.2976,0.4322,1,0.2813,0.1161,0.0849,0.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2455,-0.0623,-0.0656,-0.5439,-0.066,-0.455,-0.0513,-0.1042,-0.0457,0.2554,0.2813,1,-0.0702,0.1869,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0473,-8e-04,0.1604,0.0288,-0.039,0.1415,-0.2464,-0.12,0.0537,0.0346,0.1161,-0.0702,1,-0.0135,0.0537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.355,0.1294,0.0355,0.1016,0.1621,0.1813,-0.0849,0.2641,-0.1645,-0.3091,0.0849,0.1869,-0.0135,1,0.1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
