"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.1005,-0.0375,-0.0584,0.0448,0.0951,0.1873,0.1424,-0.1418,-0.0212,0.0825,0.1485,-0.1307,-0.0053,0.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1005,1,0.0321,-0.0434,0.0154,-0.0022,-0.1454,0.1808,-0.3323,0.0674,0.1363,-0.3306,0.4459,0.2226,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.0375,0.0321,1,0.2066,-0.1078,-0.0707,-0.095,-0.0272,0.1266,-0.2774,0.0293,-0.3487,-0.0759,-0.1654,-0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0584,-0.0434,0.2066,1,-0.049,-0.0288,-0.245,-0.0454,-0.0303,-0.0989,-0.0131,-0.168,0.1645,-0.1284,-0.1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0448,0.0154,-0.1078,-0.049,1,0.4544,-0.1526,0.0518,0.1205,0.0862,0.1453,0.1647,0.2977,0.2389,0.2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0951,-0.0022,-0.0707,-0.0288,0.4544,1,-0.2623,0.0809,0.2673,0.1222,0.1197,-0.1952,0.2077,0.1295,0.1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1873,-0.1454,-0.095,-0.245,-0.1526,-0.2623,1,-0.0448,0.1452,0.0374,-0.1441,0.4805,-0.4341,-0.0667,0.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1424,0.1808,-0.0272,-0.0454,0.0518,0.0809,-0.0448,1,-0.088,-0.0362,0.3758,0.0355,0.1757,0.2565,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1418,-0.3323,0.1266,-0.0303,0.1205,0.2673,0.1452,-0.088,1,0.1306,-0.025,-0.0141,-0.0379,-0.2602,0.0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0212,0.0674,-0.2774,-0.0989,0.0862,0.1222,0.0374,-0.0362,0.1306,1,-0.0471,-0.0117,0.0279,0.1281,-0.1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0825,0.1363,0.0293,-0.0131,0.1453,0.1197,-0.1441,0.3758,-0.025,-0.0471,1,0.2364,0.1733,0.1153,0.3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1485,-0.3306,-0.3487,-0.168,0.1647,-0.1952,0.4805,0.0355,-0.0141,-0.0117,0.2364,1,-0.1894,0.0923,0.4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.1307,0.4459,-0.0759,0.1645,0.2977,0.2077,-0.4341,0.1757,-0.0379,0.0279,0.1733,-0.1894,1,-0.1391,0.1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-0.0053,0.2226,-0.1654,-0.1284,0.2389,0.1295,-0.0667,0.2565,-0.2602,0.1281,0.1153,0.0923,-0.1391,1,0.0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.1962,0.0117,-0.0137,-0.1165,0.2811,0.1138,0.2424,0.268,0.0877,-0.1574,0.3308,0.4199,0.1744,0.0525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6907,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9095,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9967,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4381,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8836,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3153,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9562,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3878,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8266,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5437,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4271,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0739,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6961
