"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9934,0.1253,-0.0022,-0.2057,-0.254,-0.0964,-0.1875,0.0355,0.1027,-0.1116,-0.2861,-0.2004,-0.1855,0.1883,0.1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1253,0.9975,-0.007,0.2364,0.0211,0.3109,-0.004,3e-04,-0.1587,0.2281,-0.0526,-0.3801,-0.1591,0.2795,-0.3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.0022,-0.007,0.9998,0.1029,-0.0134,0.0972,-0.1532,-0.1906,0.1477,-0.1987,-0.1568,-0.2258,-0.0013,-0.1987,0.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.2057,0.2364,0.1029,0.9956,0.284,0.1177,0.2513,-0.0612,0.1311,-0.023,0.0024,-0.2244,0.356,0.0267,-0.1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.254,0.0211,-0.0134,0.284,0.9998,0.0759,0.233,0.1372,0.136,-0.1792,-0.1964,-0.0408,0.2667,0.0299,-0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0964,0.3109,0.0972,0.1177,0.0759,0.9946,0.1996,0.2241,-0.0517,-0.0131,-0.027,-0.1768,-0.0467,0.3056,-0.2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.1875,-0.004,-0.1532,0.2513,0.233,0.1996,0.9935,0.304,0.1164,-0.0804,-0.2084,0.0752,0.2613,0.1158,0.1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0355,3e-04,-0.1906,-0.0612,0.1372,0.2241,0.304,0.9997,0.1916,0.1406,-0.0297,0.2423,0.0424,0.2669,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1027,-0.1587,0.1477,0.1311,0.136,-0.0517,0.1164,0.1916,1,-0.1334,0.03,0.1295,0.0795,0.064,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1116,0.2281,-0.1987,-0.023,-0.1792,-0.0131,-0.0804,0.1406,-0.1334,0.9932,0.3813,0.1366,-0.3934,0.1672,-0.3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2861,-0.0526,-0.1568,0.0024,-0.1964,-0.027,-0.2084,-0.0297,0.03,0.3813,0.9947,0.3451,0.0643,0.1739,-0.2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2004,-0.3801,-0.2258,-0.2244,-0.0408,-0.1768,0.0752,0.2423,0.1295,0.1366,0.3451,0.9954,0.1198,-0.2276,0.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.1855,-0.1591,-0.0013,0.356,0.2667,-0.0467,0.2613,0.0424,0.0795,-0.3934,0.0643,0.1198,0.9998,-0.0166,0.2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1883,0.2795,-0.1987,0.0267,0.0299,0.3056,0.1158,0.2669,0.064,0.1672,0.1739,-0.2276,-0.0166,1,-0.3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
