"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.5254,0.1614,0.0724,0.2075,0.0364,-0.0819,0.2233,0.1949,-0.2347,0.2442,-0.2555,-0.0396,0.1571,0.4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5254,1,0.3043,-0.0323,0.1604,0.1544,0.2286,0.1949,0.4331,-0.0614,0.3046,-0.2886,0.1658,0.3896,0.2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1614,0.3043,1,0.2782,0.1452,0.1705,-0.1921,0.2693,-0.0504,-0.4624,-0.5027,-0.1737,-0.1115,-0.0944,-0.2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0724,-0.0323,0.2782,1,0.6436,0.5284,0.3574,0.0861,0.1627,-0.1703,-0.1517,-0.0156,-0.3786,0.0667,0.3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2075,0.1604,0.1452,0.6436,1,0.6986,0.4232,0.1955,0.3914,-0.2442,-0.0228,-0.118,-0.3606,0.4791,0.5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0364,0.1544,0.1705,0.5284,0.6986,1,0.3407,0.1783,0.3476,-0.1692,0.0061,-0.2118,-0.3391,0.2458,0.3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.0819,0.2286,-0.1921,0.3574,0.4232,0.3407,1,0.2528,0.6483,0.0466,0.2216,-0.2308,0.1754,0.5938,0.5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2233,0.1949,0.2693,0.0861,0.1955,0.1783,0.2528,1,0.3965,-0.6448,-0.3471,-0.6512,0.3795,0.3288,0.1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1949,0.4331,-0.0504,0.1627,0.3914,0.3476,0.6483,0.3965,1,-0.0299,0.2577,-0.4006,0.2804,0.6575,0.5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2347,-0.0614,-0.4624,-0.1703,-0.2442,-0.1692,0.0466,-0.6448,-0.0299,1,0.6215,0.5531,-0.0904,-0.1054,-0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
