"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9517,0.1482,0.3434,0.3509,0.43,0.2143,0.3859,0.5369,0.5069,-0.3404,-0.336,0.0215,0.3336,0.3996,0.5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1482,0.9673,0.3328,-0.0421,-0.0186,0.1863,0.1315,-0.0368,0.0145,-0.3653,-0.2115,-0.2518,0.157,0.1413,0.1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.3434,0.3328,1,0.0535,0.2292,-0.3181,-0.0724,0.1505,0.0397,-0.1579,-0.3209,-0.1871,-0.02,0.0543,0.3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.3509,-0.0421,0.0535,0.9832,0.5024,0.3773,0.3866,0.5204,0.4535,-0.2322,-0.2782,0.0066,0.1076,0.485,0.4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.43,-0.0186,0.2292,0.5024,0.9945,0.4958,0.089,0.4983,0.3598,-0.2355,-0.4993,-0.4366,0.2362,0.3158,0.4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2143,0.1863,-0.3181,0.3773,0.4958,0.997,0.2839,0.4239,0.3587,-0.3659,-0.3835,-0.3355,-0.0107,0.5416,0.0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3859,0.1315,-0.0724,0.3866,0.089,0.2839,0.9891,0.4261,0.6998,-0.3482,-0.3235,0.1346,0.3125,0.4889,0.2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5369,-0.0368,0.1505,0.5204,0.4983,0.4239,0.4261,0.9943,0.6804,-0.3861,-0.4953,-0.0658,0.1543,0.7439,0.4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.5069,0.0145,0.0397,0.4535,0.3598,0.3587,0.6998,0.6804,0.9994,-0.4015,-0.5148,0.0934,0.172,0.6245,0.5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3404,-0.3653,-0.1579,-0.2322,-0.2355,-0.3659,-0.3482,-0.3861,-0.4015,0.9372,0.6488,0.3459,-0.2922,-0.4421,-0.2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.336,-0.2115,-0.3209,-0.2782,-0.4993,-0.3835,-0.3235,-0.4953,-0.5148,0.6488,0.9743,0.5808,-0.1194,-0.5944,-0.3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
