"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9632,0.1522,0.169,0.2788,0.2886,0.1531,0.1326,0.0049,0.1312,0.0785,-0.1345,-0.2035,0.0666,-0.0203,0.1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1522,0.999,0.0939,-0.0288,-0.0556,-0.0294,0.1805,0.1417,0.2216,-0.0713,-0.2748,-0.1924,0.2205,0.0139,0.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.169,0.0939,0.9942,0.1073,0.1263,-0.0079,0.1396,0.3797,0.1803,-0.1425,-0.006,0.0138,-0.1418,0.0782,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2788,-0.0288,0.1073,0.9828,0.1048,0.1327,0.0593,0.0285,-0.0377,0.1646,-0.0971,-0.0637,-0.0456,-0.0298,-0.0951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2886,-0.0556,0.1263,0.1048,1,0.3311,-0.0919,0.2481,-0.201,0.1628,-0.0689,-0.0756,0.0275,0.3716,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1531,-0.0294,-0.0079,0.1327,0.3311,0.9915,-0.2185,-0.0832,-0.1686,0.0724,-0.1352,-0.062,-0.0193,0.3094,-0.1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1326,0.1805,0.1396,0.0593,-0.0919,-0.2185,0.9977,0.2338,0.4241,-0.2901,-0.3012,-0.1267,-0.0456,-0.0909,0.3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0049,0.1417,0.3797,0.0285,0.2481,-0.0832,0.2338,0.9993,0.3459,-0.214,-0.1045,8e-04,0.0112,0.0514,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1312,0.2216,0.1803,-0.0377,-0.201,-0.1686,0.4241,0.3459,0.9947,-0.2999,-0.3247,-0.2327,0.2585,0.0909,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0785,-0.0713,-0.1425,0.1646,0.1628,0.0724,-0.2901,-0.214,-0.2999,0.9978,0.1571,0.0865,-0.0535,0.2724,-0.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1345,-0.2748,-0.006,-0.0971,-0.0689,-0.1352,-0.3012,-0.1045,-0.3247,0.1571,0.917,0.3645,-0.3476,-0.146,-0.1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2035,-0.1924,0.0138,-0.0637,-0.0756,-0.062,-0.1267,8e-04,-0.2327,0.0865,0.3645,0.993,-0.1529,-0.3052,-0.0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0666,0.2205,-0.1418,-0.0456,0.0275,-0.0193,-0.0456,0.0112,0.2585,-0.0535,-0.3476,-0.1529,0.9896,0.0281,0.1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-0.0203,0.0139,0.0782,-0.0298,0.3716,0.3094,-0.0909,0.0514,0.0909,0.2724,-0.146,-0.3052,0.0281,0.9996,-0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.1085,0.2031,0.0225,-0.0951,0.0278,-0.1885,0.3412,0.069,0.2571,-0.0127,-0.1091,-0.0629,0.1257,-0.0944,0.9967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9025,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8297,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7432,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6042,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8466,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3788,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5998,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6179,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5353,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7698,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8216,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6783,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5807,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7542
