"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.1893,0.1351,-0.1808,0.0102,-0.176,-0.0028,0.0883,-0.1359,0.0668,-0.3145,-0.1508,0.149,0.3671,0.3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1893,1,-0.1236,0.3393,0.0977,0.4259,0.1934,0.5494,0.5013,-0.3453,-0.4164,-0.132,0.2719,0.2728,-0.0969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1351,-0.1236,1,-0.0573,-0.0354,-0.2279,0.0595,-0.0848,-0.1288,0.1041,-0.1579,-0.2178,0.0566,-0.0788,-0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1808,0.3393,-0.0573,1,0.0834,0.4714,-0.0145,0.2718,0.1405,-0.3,-0.0945,-0.04,0.0813,0.0838,0.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0102,0.0977,-0.0354,0.0834,1,0.1553,0.0849,0.2871,0.2914,0.0692,-0.0343,-0.2514,0.0291,-0.0023,-0.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.176,0.4259,-0.2279,0.4714,0.1553,1,0.1205,0.4144,0.5663,-0.7,-0.2382,0.0687,-0.1126,0.2699,0.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.0028,0.1934,0.0595,-0.0145,0.0849,0.1205,1,-0.0429,0.1739,0.1308,-0.2022,0.0194,0.1082,0.2049,0.0386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0883,0.5494,-0.0848,0.2718,0.2871,0.4144,-0.0429,1,0.5163,-0.4577,-0.2894,-0.0713,0.1773,0.3298,0.1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1359,0.5013,-0.1288,0.1405,0.2914,0.5663,0.1739,0.5163,1,-0.3719,-0.3515,-0.0693,0.0749,0.3073,-0.1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0668,-0.3453,0.1041,-0.3,0.0692,-0.7,0.1308,-0.4577,-0.3719,1,0.2864,0.1444,0.0458,-0.309,-0.1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3145,-0.4164,-0.1579,-0.0945,-0.0343,-0.2382,-0.2022,-0.2894,-0.3515,0.2864,1,0.4443,-0.3515,-0.3796,0.1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1508,-0.132,-0.2178,-0.04,-0.2514,0.0687,0.0194,-0.0713,-0.0693,0.1444,0.4443,1,-0.2857,-0.0844,0.2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.149,0.2719,0.0566,0.0813,0.0291,-0.1126,0.1082,0.1773,0.0749,0.0458,-0.3515,-0.2857,1,0.2677,-0.2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.3671,0.2728,-0.0788,0.0838,-0.0023,0.2699,0.2049,0.3298,0.3073,-0.309,-0.3796,-0.0844,0.2677,1,0.2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.3392,-0.0969,-0.0385,0.0263,-0.0418,0.0177,0.0386,0.1261,-0.1674,-0.1129,0.1523,0.2077,-0.2364,0.2231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6267,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4149,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6261,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2743,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9449,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9906,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6155,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6277,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8431,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3155
