"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",1,0.0962,0.0902,-0.0587,0.0204,0.4389,0.2331,0.2102,0.1127,0.2745,-0.2004,-0.1835,-0.0599,0.1244,-0.0811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0962,1,-0.0038,0.1563,0.167,0.2682,-0.0117,0.3829,0.0455,0.5115,-0.2396,-0.2485,0.161,0.4092,-0.2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0902,-0.0038,1,0.1625,0.1755,0.0246,0.173,0.1123,-0.2476,-0.0534,0.0379,-0.0845,-0.0841,-0.0823,-0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0587,0.1563,0.1625,1,0.2737,-0.1888,0.0866,0.3284,-0.0075,-0.0235,-0.3672,-0.4059,0.077,0.3565,-0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0204,0.167,0.1755,0.2737,1,0.2566,0.1596,0.2844,0.0215,-0.0473,-0.2191,-0.5267,0.1913,0.2786,0.0916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.4389,0.2682,0.0246,-0.1888,0.2566,1,0.2967,-1e-04,-0.242,0.2697,-0.1946,-0.2575,0.0727,0.0757,-0.2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2331,-0.0117,0.173,0.0866,0.1596,0.2967,1,-0.1289,-0.0904,-0.0054,-0.29,-0.2749,0.2536,0.0658,-0.1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2102,0.3829,0.1123,0.3284,0.2844,-1e-04,-0.1289,1,0.1783,0.3369,-0.0648,-0.2432,-0.0487,0.2417,-0.1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1127,0.0455,-0.2476,-0.0075,0.0215,-0.242,-0.0904,0.1783,1,-0.0182,0.0234,-0.1945,0.0249,0.1136,0.2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2745,0.5115,-0.0534,-0.0235,-0.0473,0.2697,-0.0054,0.3369,-0.0182,1,-0.1004,0.1128,0.2225,0.2256,-0.2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2004,-0.2396,0.0379,-0.3672,-0.2191,-0.1946,-0.29,-0.0648,0.0234,-0.1004,1,0.4236,-0.1168,-0.4535,0.1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1835,-0.2485,-0.0845,-0.4059,-0.5267,-0.2575,-0.2749,-0.2432,-0.1945,0.1128,0.4236,1,-0.1509,-0.3617,0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.0599,0.161,-0.0841,0.077,0.1913,0.0727,0.2536,-0.0487,0.0249,0.2225,-0.1168,-0.1509,1,0.1591,0.0789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1244,0.4092,-0.0823,0.3565,0.2786,0.0757,0.0658,0.2417,0.1136,0.2256,-0.4535,-0.3617,0.1591,1,-0.0788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
