"file","lhs","op","rhs","beta","se","z","pval","level"
"01","E_Scblty","~","E_Scbltylag",0.0752147737687236,0.116706192310034,0.64447971679954,0.519264406263109,"group"
"01","E_EnerLev","~","E_EnerLevlag",-0.0982059393915474,0.124773273524723,-0.787075121276584,0.431237892165687,"group"
"01","A_Cmpn","~","A_Cmpnlag",-0.0463273459750397,0.125717931026111,-0.3685022939601,0.712498734973325,"group"
"01","A_Rspct","~","A_Rspctlag",0.109189473890167,0.124486171516036,0.877121310426848,0.380420750904081,"group"
"01","N_Depr","~","N_Deprlag",-0.10903814623099,0.113025055461699,-0.964725438846967,0.334682350111062,"group"
"01","N_Anxty","~","N_Anxtylag",0.136431254223411,0.110171480202294,1.23835364626943,0.215584960235178,"group"
"01","N_EmoVol","~","N_EmoVollag",0.204165924317897,0.10901673904195,1.87279427097276,0.0610967994110097,"group"
"01","C_Prdctv","~","C_Prdctvlag",-0.142411587705112,0.123432825728362,-1.15375781818782,0.248599472257433,"group"
"01","C_Rspnbl","~","C_Rspnbllag",-0.116825585089257,0.124268610704252,-0.940105344601392,0.347163527620116,"group"
"01","N_Anxty","~","N_EmoVol",0.471312675731417,0.0985000358801411,4.78489851825972,1.71073746213501e-06,"ind"
"01","N_Depr","~","N_Anxty",0.400826674200702,0.103861101615766,3.85925691105762,0.000113732325233817,"ind"
"01","N_EmoVol","~","N_Deprlag",-0.407020600814847,0.102788407195354,-3.95979091339828,7.50154126512026e-05,"ind"
"01","N_EmoVol","~","A_Cmpn",-0.380490276883383,0.0983135041591109,-3.87017307680943,0.000108758113494423,"ind"
"01","E_Scblty","~","E_EnerLev",0.369540973830594,0.108762645399291,3.39768283930508,0.00067959157969999,"ind"
"02","E_Scblty","~","E_Scbltylag",-0.117448472445423,0.123275740056264,-0.952729810357,0.340726985248308,"group"
"02","E_EnerLev","~","E_EnerLevlag",0.047310691491282,0.112370488353543,0.421024169107745,0.673737433228678,"group"
"02","A_Cmpn","~","A_Cmpnlag",-0.130777280922568,0.122862064970001,-1.06442359530991,0.287136849544037,"group"
"02","A_Rspct","~","A_Rspctlag",-0.0142888044191368,0.110597574890193,-0.129196362879778,0.897202274093054,"group"
"02","N_Depr","~","N_Deprlag",0.474243738495821,0.0953022011543299,4.97620970713828,6.48413986059637e-07,"group"
"02","N_Anxty","~","N_Anxtylag",0.0500764469452514,0.0946836775495115,0.528881516236689,0.596887644960762,"group"
"02","N_EmoVol","~","N_EmoVollag",-0.0357212432543592,0.0881450328298392,-0.405255317373559,0.685289847193277,"group"
"02","C_Prdctv","~","C_Prdctvlag",0.216262582363594,0.111648960935127,1.93698696837181,0.0527469363618103,"group"
"02","C_Rspnbl","~","C_Rspnbllag",-0.152203888819047,0.115154096690885,-1.32174098180473,0.186254416969955,"group"
"02","N_EmoVol","~","N_Depr",0.452941641695619,0.116756833633866,3.87935872872319,0.000104732205455926,"ind"
"02","N_Anxty","~","N_Depr",0.706851740921913,0.0692133155051166,10.2126554083319,0,"ind"
"02","A_Rspct","~","A_Cmpn",0.470424571513684,0.0973922281860504,4.83020647823174,1.36391539085068e-06,"ind"
"02","E_EnerLev","~","A_Rspct",0.435922261659803,0.101406653884296,4.29875402611337,1.71760963179057e-05,"ind"
"02","C_Rspnbl","~","N_Anxty",-0.424725607654185,0.103850207395411,-4.08979065431267,4.31762708510419e-05,"ind"
"02","C_Prdctv","~","N_Depr",-0.372685333000632,0.10386586850625,-3.5881405350999,0.000333044768237034,"ind"
"02","N_EmoVol","~","N_Anxty",0.369568213777052,0.116110243730248,3.18290791496095,0.00145803976876135,"ind"
"02","N_Depr","~","A_Rspct",-0.323812556396172,0.102721736385133,-3.15232751890123,0.00161974482546512,"ind"
"03","E_Scblty","~","E_Scbltylag",0.0464040990254272,0.128821394876331,0.360220435976302,0.718682293407355,"group"
"03","E_EnerLev","~","E_EnerLevlag",0.163760444824979,0.118762213757657,1.37889350192767,0.16792759196689,"group"
"03","A_Cmpn","~","A_Cmpnlag",-0.0702001279804835,0.128463299802529,-0.546460569582081,0.584749384797564,"group"
"03","A_Rspct","~","A_Rspctlag",-0.0928710474067352,0.121236086721847,-0.766034684209247,0.443655664848643,"group"
"03","N_Depr","~","N_Deprlag",0.133741559458888,0.126790303536498,1.05482482278614,0.291505449645097,"group"
"03","N_Anxty","~","N_Anxtylag",0.573730106019979,0.0866043305858498,6.6247276797694,3.47888384766293e-11,"group"
"03","N_EmoVol","~","N_EmoVollag",0.190555149055912,0.11923561436147,1.59813953302771,0.110011927164478,"group"
