"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1008,-0.056,0.1207,0.2157,0.0119,-0.0591,0.0032,-0.1257,0.0053,-0.2251,-0.0523,-0.1567,0.1239,0.1332,0.1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1008,1,0.013,-0.0335,0.0379,-0.048,0.0137,0.0379,0.1603,0.032,-0.0431,-0.1216,0.206,0.0424,0.3066,-0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.056,0.013,1,0.046,-0.0289,0.0454,0.2588,0.0082,0.1161,-0.0292,-0.0437,0.0535,-0.0615,0.0932,0.0274,0.0593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1207,-0.0335,0.046,1,0.1136,0.2087,-0.0622,-0.2781,0.0228,-0.1032,-0.1838,-0.1422,-0.1178,0.0777,0.1381,-0.1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2157,0.0379,-0.0289,0.1136,1,0.2664,0.0481,0.0737,-0.1242,0.0352,-0.19,0.1636,-0.159,0.1004,0.1411,0.1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0119,-0.048,0.0454,0.2087,0.2664,1,0.1246,0.0743,0.0463,0.1253,-0.2348,0.0306,-0.0662,0.0225,0.1541,-0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0591,0.0137,0.2588,-0.0622,0.0481,0.1246,1,0.0541,0.0089,0.144,0.0159,-0.0801,-0.0291,-0.1455,-0.0234,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0032,0.0379,0.0082,-0.2781,0.0737,0.0743,0.0541,1,-0.0615,0.327,-0.0962,0.0896,0.0454,-0.0353,-0.03,0.0668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1257,0.1603,0.1161,0.0228,-0.1242,0.0463,0.0089,-0.0615,1,0.2788,0.0256,-0.1822,0.032,0.0971,0.0064,-0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0053,0.032,-0.0292,-0.1032,0.0352,0.1253,0.144,0.327,0.2788,1,-0.1633,0.0068,0.0488,-0.0079,0.0468,0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
