"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,-0.0289,-0.21,-0.0246,-0.2222,-0.0812,0.0325,-0.0552,-0.1482,-0.0223,0.1344,0.3392,0.1998,-0.1875,0.1372,-0.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0289,1,0.2312,0.3412,0.1775,-0.0348,0.2477,0.149,0.2157,0.0482,-0.0567,-0.1468,0.0052,0.1966,0.04,-0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.21,0.2312,1,0.2991,0.0853,0.1558,0.0508,-0.0222,0.3977,0.064,-0.4618,-0.4637,-0.088,0.0086,0.5183,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.0246,0.3412,0.2991,1,0.1939,-0.1312,0.2978,-0.1952,0.3304,0.275,-0.1814,-0.347,-0.3337,0.1987,0.116,0.1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.2222,0.1775,0.0853,0.1939,1,0.4663,0.269,0.3034,0.2556,0.1685,-0.0986,-0.1818,-6e-04,0.1375,0.2231,0.2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0812,-0.0348,0.1558,-0.1312,0.4663,1,0.0504,0.5298,0.3115,0.1163,-0.1259,-0.1973,-0.1097,0.0786,0.22,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0325,0.2477,0.0508,0.2978,0.269,0.0504,1,0.1234,0.1568,0.1322,-0.1794,-0.1651,-0.2652,0.0664,0.1786,0.1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.0552,0.149,-0.0222,-0.1952,0.3034,0.5298,0.1234,1,0.1701,0.1338,-0.1201,0.0247,0.0632,-0.0305,0.1741,-0.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1482,0.2157,0.3977,0.3304,0.2556,0.3115,0.1568,0.1701,1,0.4368,-0.4029,-0.5795,-0.2332,0.3138,0.2202,-0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0223,0.0482,0.064,0.275,0.1685,0.1163,0.1322,0.1338,0.4368,1,-0.3746,-0.447,-0.2206,0.3732,0.278,0.2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1344,-0.0567,-0.4618,-0.1814,-0.0986,-0.1259,-0.1794,-0.1201,-0.4029,-0.3746,1,0.5666,0.4394,0.0234,-0.2702,-0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.3392,-0.1468,-0.4637,-0.347,-0.1818,-0.1973,-0.1651,0.0247,-0.5795,-0.447,0.5666,1,0.542,-0.2857,-0.2421,-0.1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1998,0.0052,-0.088,-0.3337,-6e-04,-0.1097,-0.2652,0.0632,-0.2332,-0.2206,0.4394,0.542,1,-0.1759,0.1729,0.1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",-0.1875,0.1966,0.0086,0.1987,0.1375,0.0786,0.0664,-0.0305,0.3138,0.3732,0.0234,-0.2857,-0.1759,1,0.0205,0.2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.1372,0.04,0.5183,0.116,0.2231,0.22,0.1786,0.1741,0.2202,0.278,-0.2702,-0.2421,0.1729,0.0205,1,0.5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",-0.0609,-0.0035,0.085,0.1373,0.2795,0.0121,0.1715,-0.0571,-0.0112,0.2958,-0.0555,-0.1471,0.1474,0.2293,0.5547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3462,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4776,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6497,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.784,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7192,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6334,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9636,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5893,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5383,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5945,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7807,0,0
