"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",0.9529,0.0567,-0.0048,0.1139,0.112,0.3378,0.2731,0.1807,-0.0142,0.1308,-0.1611,-0.1552,-0.1148,0.0544,0.0527,0.1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0567,0.999,0.213,0.2065,0.052,0.1241,0.0097,0.0955,0.2211,0.2214,-0.2173,-0.3346,-0.1131,0.0303,0.2547,0.3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0048,0.213,0.9993,0.2478,0.1879,0.1563,0.2029,0.0503,0.1556,0.0773,-0.1375,-0.2641,0.0755,0.0331,0.0992,0.1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1139,0.2065,0.2478,0.995,0.0136,0.1761,0.1805,-0.075,0.1418,0.1171,-0.1305,-0.2733,-0.2765,0.0333,0.0303,-0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.112,0.052,0.1879,0.0136,0.9617,0.3451,0.1978,0.1339,0.3586,0.1266,-0.0814,-0.142,-0.2643,-0.0224,0.2255,0.2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3378,0.1241,0.1563,0.1761,0.3451,0.9691,0.4232,0.269,0.2162,0.1042,0.0666,-0.345,-0.1715,-0.1581,0.5082,0.3248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2731,0.0097,0.2029,0.1805,0.1978,0.4232,0.8903,0.2959,0.1753,0.2313,-0.0421,-0.168,-0.069,-0.0145,0.2365,0.2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1807,0.0955,0.0503,-0.075,0.1339,0.269,0.2959,0.996,0.1527,0.3151,-0.0956,-0.1431,-0.1476,-0.0464,0.4437,0.3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0142,0.2211,0.1556,0.1418,0.3586,0.2162,0.1753,0.1527,0.9703,0.5049,-0.0382,-0.3496,-0.2731,0.2549,0.4492,0.2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1308,0.2214,0.0773,0.1171,0.1266,0.1042,0.2313,0.3151,0.5049,0.9999,-0.2231,-0.4139,-0.1761,0.0735,0.2114,0.1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
